Última Atualização,Submercado,Carga_Verificada,Dia,Mês,Ano,Hora,Minuto
22/03/2021 20:28,N,"6091,9",22,3,2021,20:30,
22/03/2021 20:28,NE,"12127,0",22,3,2021,20:30,
22/03/2021 20:28,SE,"48212,6",22,3,2021,20:30,
22/03/2021 20:28,S,"14477,1",22,3,2021,20:30,
22/03/2021 20:58,N,"6141,3",22,3,2021,21:00,
22/03/2021 20:58,NE,"12403,9",22,3,2021,21:00,
22/03/2021 20:58,SE,"48315,2",22,3,2021,21:00,
22/03/2021 20:58,S,"14348,9",22,3,2021,21:00,
22/03/2021 21:13,N,"6153,9",22,3,2021,21:15,
22/03/2021 21:13,NE,"12788,0",22,3,2021,21:15,
22/03/2021 21:13,SE,"48331,4",22,3,2021,21:15,
22/03/2021 21:13,S,"14422,2",22,3,2021,21:15,
22/03/2021 21:28,N,"6202,8",22,3,2021,21:30,
22/03/2021 21:28,NE,"12966,1",22,3,2021,21:30,
22/03/2021 21:28,SE,"47960,3",22,3,2021,21:30,
22/03/2021 21:28,S,"14389,7",22,3,2021,21:30,
22/03/2021 21:43,N,"6308,5",22,3,2021,21:45,
22/03/2021 21:43,NE,"12966,8",22,3,2021,21:45,
22/03/2021 21:43,SE,"47704,2",22,3,2021,21:45,
22/03/2021 21:43,S,"14343,1",22,3,2021,21:45,
22/03/2021 21:58,N,"6288,9",22,3,2021,22:00,
22/03/2021 21:58,NE,"12989,2",22,3,2021,22:00,
22/03/2021 21:58,SE,"47323,8",22,3,2021,22:00,
22/03/2021 21:58,S,"14288,1",22,3,2021,22:00,
22/03/2021 22:13,N,"6340,5",22,3,2021,22:15,
22/03/2021 22:13,NE,"13019,5",22,3,2021,22:15,
22/03/2021 22:13,SE,"46973,4",22,3,2021,22:15,
22/03/2021 22:13,S,"14146,3",22,3,2021,22:15,
22/03/2021 22:28,N,"6337,1",22,3,2021,22:30,
22/03/2021 22:28,NE,"12978,1",22,3,2021,22:30,
22/03/2021 22:28,SE,"46530,3",22,3,2021,22:30,
22/03/2021 22:28,S,"13987,5",22,3,2021,22:30,
22/03/2021 22:43,N,"6405,9",22,3,2021,22:45,
22/03/2021 22:43,NE,"12883,1",22,3,2021,22:45,
22/03/2021 22:43,SE,"46073,8",22,3,2021,22:45,
22/03/2021 22:43,S,"13808,5",22,3,2021,22:45,
22/03/2021 23:03,N,"6326,3",22,3,2021,23:05,
22/03/2021 23:03,NE,"12827,2",22,3,2021,23:05,
22/03/2021 23:03,SE,"44954,8",22,3,2021,23:05,
22/03/2021 23:03,S,"13411,6",22,3,2021,23:05,
22/03/2021 23:13,N,"6356,1",22,3,2021,23:15,
22/03/2021 23:13,NE,"12731,5",22,3,2021,23:15,
22/03/2021 23:13,SE,"44693,3",22,3,2021,23:15,
22/03/2021 23:13,S,"13274,9",22,3,2021,23:15,
22/03/2021 23:28,N,"6294,9",22,3,2021,23:30,
22/03/2021 23:28,NE,"12640,7",22,3,2021,23:30,
22/03/2021 23:28,SE,"43867,7",22,3,2021,23:30,
22/03/2021 23:28,S,"13040,3",22,3,2021,23:30,
22/03/2021 23:43,N,"6318,3",22,3,2021,23:45,
22/03/2021 23:43,NE,"12470,6",22,3,2021,23:45,
22/03/2021 23:43,SE,"43348,9",22,3,2021,23:45,
22/03/2021 23:43,S,"12894,5",22,3,2021,23:45,
22/03/2021 23:58,N,"6268,4",23,3,2021,00:00,
22/03/2021 23:58,NE,"12358,2",23,3,2021,00:00,
22/03/2021 23:58,SE,"43086,3",23,3,2021,00:00,
22/03/2021 23:58,S,"12776,2",23,3,2021,00:00,
23/03/2021 08:14,N,"5558,3",23,3,2021,08:16,
23/03/2021 08:14,NE,"11173,9",23,3,2021,08:16,
23/03/2021 08:14,SE,"42704,5",23,3,2021,08:16,
23/03/2021 08:14,S,"14827,1",23,3,2021,08:16,
23/03/2021 08:28,N,"5599,0",23,3,2021,08:30,
23/03/2021 08:28,NE,"11252,3",23,3,2021,08:30,
23/03/2021 08:28,SE,"43393,4",23,3,2021,08:30,
23/03/2021 08:28,S,"14575,1",23,3,2021,08:30,
23/03/2021 08:43,N,"5627,7",23,3,2021,08:45,
23/03/2021 08:43,NE,"11329,0",23,3,2021,08:45,
23/03/2021 08:43,SE,"43838,8",23,3,2021,08:45,
23/03/2021 08:43,S,"14694,9",23,3,2021,08:45,
23/03/2021 08:58,N,"5626,7",23,3,2021,09:00,
23/03/2021 08:58,NE,"11348,8",23,3,2021,09:00,
23/03/2021 08:58,SE,"44008,4",23,3,2021,09:00,
23/03/2021 08:58,S,"14741,3",23,3,2021,09:00,
23/03/2021 09:13,N,"5644,4",23,3,2021,09:15,
23/03/2021 09:13,NE,"11366,2",23,3,2021,09:15,
23/03/2021 09:13,SE,"44422,9",23,3,2021,09:15,
23/03/2021 09:13,S,"14746,6",23,3,2021,09:15,
23/03/2021 09:28,N,"5694,8",23,3,2021,09:30,
23/03/2021 09:28,NE,"11460,2",23,3,2021,09:30,
23/03/2021 09:28,SE,"44732,8",23,3,2021,09:30,
23/03/2021 09:28,S,"14833,1",23,3,2021,09:30,
23/03/2021 09:43,N,"5652,9",23,3,2021,09:45,
23/03/2021 09:43,NE,"11523,5",23,3,2021,09:45,
23/03/2021 09:43,SE,"44883,0",23,3,2021,09:45,
23/03/2021 09:43,S,"14912,1",23,3,2021,09:45,
23/03/2021 09:58,N,"5765,4",23,3,2021,10:00,
23/03/2021 09:58,NE,"11546,6",23,3,2021,10:00,
23/03/2021 09:58,SE,"45282,7",23,3,2021,10:00,
23/03/2021 09:58,S,"15002,7",23,3,2021,10:00,
23/03/2021 10:13,N,"5763,8",23,3,2021,10:15,
23/03/2021 10:13,NE,"11566,6",23,3,2021,10:15,
23/03/2021 10:13,SE,"45428,8",23,3,2021,10:15,
23/03/2021 10:13,S,"15071,0",23,3,2021,10:15,
23/03/2021 10:28,N,"5742,2",23,3,2021,10:30,
23/03/2021 10:28,NE,"11597,9",23,3,2021,10:30,
23/03/2021 10:28,SE,"45885,6",23,3,2021,10:30,
23/03/2021 10:28,S,"15275,4",23,3,2021,10:30,
23/03/2021 10:43,N,"5782,6",23,3,2021,10:45,
23/03/2021 10:43,NE,"11629,2",23,3,2021,10:45,
23/03/2021 10:43,SE,"45837,5",23,3,2021,10:45,
23/03/2021 10:43,S,"15308,1",23,3,2021,10:45,
23/03/2021 10:58,N,"5770,4",23,3,2021,11:00,
23/03/2021 10:58,NE,"11603,9",23,3,2021,11:00,
23/03/2021 10:58,SE,"45659,8",23,3,2021,11:00,
23/03/2021 10:58,S,"15336,6",23,3,2021,11:00,
23/03/2021 11:13,N,"5765,8",23,3,2021,11:15,
23/03/2021 11:13,NE,"11626,6",23,3,2021,11:15,
23/03/2021 11:13,SE,"45551,3",23,3,2021,11:15,
23/03/2021 11:13,S,"15342,5",23,3,2021,11:15,
,N,{{norte_verificada}},23,3,2021,11:30,
,NE,{{nordeste_verificada}},23,3,2021,11:30,
,SE,{{sudeste_verificada}},23,3,2021,11:30,
,S,{{sul_verificada}},23,3,2021,11:30,
23/03/2021 11:43,N,"5764,9",23,3,2021,11:45,
23/03/2021 11:43,NE,"11569,0",23,3,2021,11:45,
23/03/2021 11:43,SE,"45633,3",23,3,2021,11:45,
23/03/2021 11:43,S,"14913,1",23,3,2021,11:45,
23/03/2021 11:58,N,"5725,7",23,3,2021,12:00,
23/03/2021 11:58,NE,"11511,7",23,3,2021,12:00,
23/03/2021 11:58,SE,"45466,0",23,3,2021,12:00,
23/03/2021 11:58,S,"14466,5",23,3,2021,12:00,
23/03/2021 12:13,N,"5752,4",23,3,2021,12:15,
23/03/2021 12:13,NE,"11432,9",23,3,2021,12:15,
23/03/2021 12:13,SE,"45587,1",23,3,2021,12:15,
23/03/2021 12:13,S,"14118,2",23,3,2021,12:15,
23/03/2021 12:28,N,"5749,1",23,3,2021,12:30,
23/03/2021 12:28,NE,"11422,2",23,3,2021,12:30,
23/03/2021 12:28,SE,"45688,5",23,3,2021,12:30,
23/03/2021 12:28,S,"13956,2",23,3,2021,12:30,
23/03/2021 13:17,N,"5896,6",23,3,2021,13:19,
23/03/2021 13:17,NE,"11719,5",23,3,2021,13:19,
23/03/2021 13:17,SE,"46924,0",23,3,2021,13:19,
23/03/2021 13:17,S,"14583,0",23,3,2021,13:19,
23/03/2021 13:28,N,"5963,6",23,3,2021,13:30,
23/03/2021 13:28,NE,"11820,5",23,3,2021,13:30,
23/03/2021 13:28,SE,"47313,4",23,3,2021,13:30,
23/03/2021 13:28,S,"14869,6",23,3,2021,13:30,
23/03/2021 13:43,N,"6080,3",23,3,2021,13:45,
23/03/2021 13:43,NE,"11994,1",23,3,2021,13:45,
23/03/2021 13:43,SE,"47557,4",23,3,2021,13:45,
23/03/2021 13:43,S,"15224,8",23,3,2021,13:45,
23/03/2021 13:58,N,"6166,6",23,3,2021,14:00,
23/03/2021 13:58,NE,"11949,3",23,3,2021,14:00,
23/03/2021 13:58,SE,"47732,2",23,3,2021,14:00,
23/03/2021 13:58,S,"15319,8",23,3,2021,14:00,
23/03/2021 14:13,N,"6231,1",23,3,2021,14:15,
23/03/2021 14:13,NE,"12065,1",23,3,2021,14:15,
23/03/2021 14:13,SE,"48210,0",23,3,2021,14:15,
23/03/2021 14:13,S,"15375,4",23,3,2021,14:15,
23/03/2021 14:28,N,"6302,6",23,3,2021,14:30,
23/03/2021 14:28,NE,"12198,5",23,3,2021,14:30,
23/03/2021 14:28,SE,"48376,4",23,3,2021,14:30,
23/03/2021 14:28,S,"15543,1",23,3,2021,14:30,
23/03/2021 14:51,N,"6360,1",23,3,2021,14:53,
23/03/2021 14:51,NE,"12115,8",23,3,2021,14:53,
23/03/2021 14:51,SE,"48694,5",23,3,2021,14:53,
23/03/2021 14:51,S,"15630,3",23,3,2021,14:53,
23/03/2021 14:58,N,"6316,7",23,3,2021,15:00,
23/03/2021 14:58,NE,"12126,6",23,3,2021,15:00,
23/03/2021 14:58,SE,"48686,6",23,3,2021,15:00,
23/03/2021 14:58,S,"15681,9",23,3,2021,15:00,
23/03/2021 15:13,N,"6343,6",23,3,2021,15:15,
23/03/2021 15:13,NE,"12142,2",23,3,2021,15:15,
23/03/2021 15:13,SE,"48773,0",23,3,2021,15:15,
23/03/2021 15:13,S,"15692,6",23,3,2021,15:15,
23/03/2021 15:28,N,"6298,9",23,3,2021,15:30,
23/03/2021 15:28,NE,"12041,4",23,3,2021,15:30,
23/03/2021 15:28,SE,"49086,4",23,3,2021,15:30,
23/03/2021 15:28,S,"15736,1",23,3,2021,15:30,
23/03/2021 15:43,N,"6265,5",23,3,2021,15:45,
23/03/2021 15:43,NE,"12092,4",23,3,2021,15:45,
23/03/2021 15:43,SE,"48973,3",23,3,2021,15:45,
23/03/2021 15:43,S,"15805,5",23,3,2021,15:45,
23/03/2021 15:58,N,"6273,8",23,3,2021,16:00,
23/03/2021 15:58,NE,"12062,1",23,3,2021,16:00,
23/03/2021 15:58,SE,"49104,7",23,3,2021,16:00,
23/03/2021 15:58,S,"15774,0",23,3,2021,16:00,
23/03/2021 16:13,N,"6227,8",23,3,2021,16:15,
23/03/2021 16:13,NE,"11996,3",23,3,2021,16:15,
23/03/2021 16:13,SE,"49090,8",23,3,2021,16:15,
23/03/2021 16:13,S,"15790,2",23,3,2021,16:15,
23/03/2021 16:43,N,"6125,7",23,3,2021,16:45,
23/03/2021 16:43,NE,"11830,8",23,3,2021,16:45,
23/03/2021 16:43,SE,"48965,5",23,3,2021,16:45,
23/03/2021 16:43,S,"15821,7",23,3,2021,16:45,
23/03/2021 16:58,N,"6049,4",23,3,2021,17:00,
23/03/2021 16:58,NE,"11619,6",23,3,2021,17:00,
23/03/2021 16:58,SE,"47708,5",23,3,2021,17:00,
23/03/2021 16:58,S,"15631,1",23,3,2021,17:00,
23/03/2021 17:13,N,"6016,2",23,3,2021,17:15,
23/03/2021 17:13,NE,"11331,7",23,3,2021,17:15,
23/03/2021 17:13,SE,"47004,6",23,3,2021,17:15,
23/03/2021 17:13,S,"15511,1",23,3,2021,17:15,
23/03/2021 17:28,N,"5926,3",23,3,2021,17:30,
23/03/2021 17:28,NE,"11232,1",23,3,2021,17:30,
23/03/2021 17:28,SE,"46698,2",23,3,2021,17:30,
23/03/2021 17:28,S,"15300,7",23,3,2021,17:30,
23/03/2021 18:05,N,"5763,3",23,3,2021,18:07,
23/03/2021 18:05,NE,"11772,9",23,3,2021,18:07,
23/03/2021 18:05,SE,"46220,2",23,3,2021,18:07,
23/03/2021 18:05,S,"14532,0",23,3,2021,18:07,
23/03/2021 18:14,N,"5777,0",23,3,2021,18:16,
23/03/2021 18:14,NE,"11958,1",23,3,2021,18:16,
23/03/2021 18:14,SE,"46802,8",23,3,2021,18:16,
23/03/2021 18:14,S,"14607,4",23,3,2021,18:16,
23/03/2021 18:28,N,"5828,9",23,3,2021,18:30,
23/03/2021 18:28,NE,"12056,9",23,3,2021,18:30,
23/03/2021 18:28,SE,"48093,0",23,3,2021,18:30,
23/03/2021 18:28,S,"14687,0",23,3,2021,18:30,
23/03/2021 19:36,N,"6162,4",23,3,2021,19:39,
23/03/2021 19:36,NE,"12077,6",23,3,2021,19:39,
23/03/2021 19:36,SE,"49186,6",23,3,2021,19:39,
23/03/2021 19:36,S,"14923,5",23,3,2021,19:39,
23/03/2021 19:58,N,"6225,1",23,3,2021,20:00,
23/03/2021 19:58,NE,"11958,9",23,3,2021,20:00,
23/03/2021 19:58,SE,"49073,9",23,3,2021,20:00,
23/03/2021 19:58,S,"14624,0",23,3,2021,20:00,
23/03/2021 20:13,N,"6242,4",23,3,2021,20:15,
23/03/2021 20:13,NE,"11920,6",23,3,2021,20:15,
23/03/2021 20:13,SE,"48823,1",23,3,2021,20:15,
23/03/2021 20:13,S,"14365,8",23,3,2021,20:15,
23/03/2021 20:28,N,"6245,4",23,3,2021,20:30,
23/03/2021 20:28,NE,"11930,1",23,3,2021,20:30,
23/03/2021 20:28,SE,"48741,4",23,3,2021,20:30,
23/03/2021 20:28,S,"14235,6",23,3,2021,20:30,
23/03/2021 20:43,N,"6303,5",23,3,2021,20:45,
23/03/2021 20:43,NE,"12114,2",23,3,2021,20:45,
23/03/2021 20:43,SE,"49261,8",23,3,2021,20:45,
23/03/2021 20:43,S,"14245,0",23,3,2021,20:45,
23/03/2021 20:58,N,"6301,4",23,3,2021,21:00,
23/03/2021 20:58,NE,"12182,3",23,3,2021,21:00,
23/03/2021 20:58,SE,"48984,6",23,3,2021,21:00,
23/03/2021 20:58,S,"14061,1",23,3,2021,21:00,
23/03/2021 21:13,N,"6332,5",23,3,2021,21:15,
23/03/2021 21:13,NE,"12568,2",23,3,2021,21:15,
23/03/2021 21:13,SE,"48825,1",23,3,2021,21:15,
23/03/2021 21:13,S,"14118,3",23,3,2021,21:15,
23/03/2021 21:28,N,"6400,2",23,3,2021,21:30,
23/03/2021 21:28,NE,"12689,3",23,3,2021,21:30,
23/03/2021 21:28,SE,"48783,7",23,3,2021,21:30,
23/03/2021 21:28,S,"14130,6",23,3,2021,21:30,
24/03/2021 08:46,N,"5573,4",24,3,2021,08:47,
24/03/2021 08:46,NE,"11218,0",24,3,2021,08:47,
24/03/2021 08:46,SE,"44249,1",24,3,2021,08:47,
24/03/2021 08:46,S,"14471,0",24,3,2021,08:47,
24/03/2021 09:14,N,"5622,0",24,3,2021,09:15,
24/03/2021 09:14,NE,"11227,2",24,3,2021,09:15,
24/03/2021 09:14,SE,"44872,7",24,3,2021,09:15,
24/03/2021 09:14,S,"14506,1",24,3,2021,09:15,
24/03/2021 09:29,N,"5691,2",24,3,2021,09:30,
24/03/2021 09:29,NE,"11251,2",24,3,2021,09:30,
24/03/2021 09:29,SE,"45403,1",24,3,2021,09:30,
24/03/2021 09:29,S,"14587,4",24,3,2021,09:30,
24/03/2021 09:43,N,"5737,3",24,3,2021,09:45,
24/03/2021 09:43,NE,"11312,1",24,3,2021,09:45,
24/03/2021 09:43,SE,"45370,0",24,3,2021,09:45,
24/03/2021 09:43,S,"14681,9",24,3,2021,09:45,
24/03/2021 09:59,N,"5722,5",24,3,2021,10:00,
24/03/2021 09:59,NE,"11338,0",24,3,2021,10:00,
24/03/2021 09:59,SE,"45628,7",24,3,2021,10:00,
24/03/2021 09:59,S,"14745,7",24,3,2021,10:00,
24/03/2021 10:14,N,"5717,6",24,3,2021,10:15,
24/03/2021 10:14,NE,"11411,8",24,3,2021,10:15,
24/03/2021 10:14,SE,"45973,7",24,3,2021,10:15,
24/03/2021 10:14,S,"14933,6",24,3,2021,10:15,
24/03/2021 10:29,N,"5726,4",24,3,2021,10:30,
24/03/2021 10:29,NE,"11500,0",24,3,2021,10:30,
24/03/2021 10:29,SE,"46262,1",24,3,2021,10:30,
24/03/2021 10:29,S,"14990,5",24,3,2021,10:30,
24/03/2021 10:44,N,"5799,4",24,3,2021,10:45,
24/03/2021 10:44,NE,"11563,0",24,3,2021,10:45,
24/03/2021 10:44,SE,"46384,8",24,3,2021,10:45,
24/03/2021 10:44,S,"15114,9",24,3,2021,10:45,
24/03/2021 10:59,N,"5760,1",24,3,2021,11:00,
24/03/2021 10:59,NE,"11519,6",24,3,2021,11:00,
24/03/2021 10:59,SE,"46106,0",24,3,2021,11:00,
24/03/2021 10:59,S,"15163,4",24,3,2021,11:00,
24/03/2021 11:14,N,"5696,9",24,3,2021,11:15,
24/03/2021 11:14,NE,"11466,0",24,3,2021,11:15,
24/03/2021 11:14,SE,"46198,1",24,3,2021,11:15,
24/03/2021 11:14,S,"15239,0",24,3,2021,11:15,
24/03/2021 11:29,N,"5733,9",24,3,2021,11:30,
24/03/2021 11:29,NE,"11458,5",24,3,2021,11:30,
24/03/2021 11:29,SE,"46455,1",24,3,2021,11:30,
24/03/2021 11:29,S,"15092,5",24,3,2021,11:30,
2021-03-27T22:46:00-03:00,N,6415.044,28,03,2021,01,48
2021-03-27T22:46:00-03:00,NE,12066.3906,28,03,2021,01,48
2021-03-27T22:46:00-03:00,SE,44070.5938,28,03,2021,01,48
2021-03-27T22:46:00-03:00,S,11578.09,28,03,2021,01,48
